instance,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,y
2530,0,3,1,7,3,4,1,0,2,4,8,7,79,760693,28,0,0,126,2.315402099,4.76,13.07,10.21,
2531,0,0,2,0,3,4,1,0,1,2,7,5,110,1362452,41,0,0,126,1.099230208,5.5,8.63,8.36,
2532,0,6,2,7,3,0,0,0,3,4,6,4,88,617920,35,0,5243,132,2.395502782,4.69,6.98,7.22,
2533,1,0,0,4,2,0,1,0,3,4,3,6,217,627781,41,0,3952,126,2.315535188,4.85,10.05,10.23,
2534,0,0,2,3,3,0,1,0,1,1,6,7,91,598596,41,21517,0,151,1.019082369,5.48,7.72,9.73,
2535,4,0,0,12,2,0,1,0,0,1,1,2,135,211250,41,0,0,141,2.537563251,4.33,7,7.58,
2536,0,2,0,10,2,0,1,0,1,2,5,1,113,570843,22,0,0,126,2.083053331,5.64,7.11,6.88,
2537,0,0,2,4,3,0,0,0,0,1,4,3,79,604135,41,0,0,188,1.649405034,5.04,11.9,9.66,
2538,1,3,2,9,3,0,1,0,0,3,9,3,119,808175,28,0,0,163,1.320649377,4.54,12.95,9.36,
2539,0,3,0,3,2,0,1,0,2,1,3,1,132,435532,28,0,0,126,3.868701141,5.47,10.45,6.88,
2540,0,3,0,10,2,2,1,0,3,1,9,5,113,613820,28,0,0,126,1.686560759,6.15,10.17,7.55,
2541,4,0,1,5,5,0,0,0,0,4,7,5,101,360444,41,0,0,110,2.888686656,4.57,11.03,8.75,
2542,0,3,1,2,5,0,0,0,2,2,0,3,113,674836,28,0,0,126,3.234704345,5.67,9.39,6.68,
2543,2,0,0,9,2,0,1,0,3,4,6,6,138,1123682,41,47199,0,204,1.039729625,4.17,11.21,8.02,
2544,0,1,2,5,3,0,0,0,1,4,0,6,69,713833,31,0,0,126,3.124423606,6.24,11.01,8.51,
2545,0,3,2,0,1,4,1,0,0,1,6,3,107,762477,28,0,0,126,1.180984442,6.67,14.51,7.47,
2546,1,3,0,4,2,1,1,10,3,1,8,0,113,754582,28,129779,0,283,2.165225254,5.57,13.82,8.91,
2547,0,8,1,1,3,0,1,0,3,0,9,1,129,151070,13,0,4995,126,2.63189753,7.27,8.38,7.88,
2548,3,3,0,1,2,0,1,0,1,2,5,3,154,565075,28,0,0,126,2.099902242,3.53,10.52,7.41,
2549,0,3,2,9,5,0,1,0,3,1,3,2,91,497057,28,0,0,110,1.559128842,4.47,11.81,9.95,
2550,0,5,2,8,3,0,1,0,1,2,8,7,138,328984,38,0,0,119,1.193375603,1.72,10.98,7.6,
2551,0,3,2,2,3,0,1,0,3,1,2,2,110,406224,28,0,0,94,1.522307639,7.2,9.97,7.29,
2552,0,1,0,4,2,0,1,0,2,3,1,4,195,577221,31,0,0,126,1.380511528,5.76,13.6,7.89,
2553,0,3,2,1,3,0,1,0,2,3,1,2,101,448227,28,0,0,126,0.907270939,5.54,8.2,10.5,
2554,0,6,2,3,3,4,0,0,1,2,2,1,63,476831,35,0,0,110,2.356423827,4.38,9.9,10.75,
2555,0,12,0,3,2,0,1,0,1,1,4,5,97,795935,19,0,0,126,1.980289734,3.72,9.36,9.11,
2556,0,3,2,6,3,0,1,0,3,3,2,3,97,736820,28,0,0,188,0.870332814,5.66,8.89,8,
2557,0,0,0,3,2,0,1,0,2,3,5,4,101,428765,41,0,0,188,3.209624325,4.28,9.21,8.4,
2558,1,3,0,9,2,0,1,0,3,0,2,5,192,94477,28,0,5806,188,1.020606056,3.5,8.58,6.65,
2559,0,3,0,0,2,0,1,0,2,3,0,7,107,701602,28,0,5253,132,0.163131901,4.93,13.2,9.28,
2560,4,1,1,1,5,0,1,0,1,3,7,7,192,807719,31,0,0,126,2.033919606,5,10.83,8.01,
2561,0,3,2,2,5,0,1,0,1,0,0,0,82,169121,28,0,0,126,1.611097521,3.9,7.89,9.26,
2562,0,1,2,1,5,4,1,0,3,2,6,6,94,1150027,31,0,0,126,0.50851711,4.41,8.7,9.25,
2563,0,3,0,1,2,0,1,0,0,2,0,6,97,1382706,28,0,0,126,2.168853354,3.93,8.55,10.16,
2564,0,3,1,2,3,0,1,0,0,0,5,6,79,896507,28,0,0,157,1.49424855,6.62,9.14,6.65,
2565,0,0,0,5,2,0,1,0,2,0,2,7,135,363049,41,0,0,132,0.649650776,5.97,10.91,7.86,
2566,0,1,0,9,2,0,1,0,1,1,1,7,97,378436,31,0,0,157,1.875732646,4.27,7.72,7.84,
2567,0,9,2,3,3,0,1,0,1,0,7,0,75,630891,25,0,0,126,0.479024122,4.05,11.73,8.57,
2568,2,6,0,1,2,0,1,0,2,1,3,3,123,648305,35,0,0,126,1.825601757,4.11,8.09,7.16,
2569,0,10,0,5,2,0,1,0,3,4,1,6,135,472898,44,0,0,126,2.4048373,5.94,10.24,5.87,
2570,0,1,2,2,4,4,1,0,2,4,0,4,60,1170190,31,0,0,110,1.915812311,4.73,7.47,5.58,
2571,0,3,0,5,2,0,1,0,1,4,5,6,176,707697,28,0,0,126,2.626798248,4.85,7.38,7.7,
2572,0,3,0,5,2,0,1,0,0,4,6,1,126,461525,28,0,5975,126,3.159078289,5.47,12.33,8.07,
2573,0,3,6,1,0,4,0,0,1,2,2,0,135,671811,28,0,0,132,2.146017796,5.2,13.66,6.76,
2574,0,3,0,10,2,0,1,None,3,0,5,6,129,652462,28,0,0,141,0.602239495,4.31,12.29,6.82,
2575,0,8,3,6,3,0,1,20,0,4,1,2,88,1316786,13,0,0,126,3.067855964,5.55,7.01,9.22,
2576,None,3,2,None,1,0,0,0,3,1,7,4,151,580196,28,0,0,57,1.149847455,7.41,8.63,6.7,
2577,0,12,2,2,3,0,1,32,2,4,7,7,79,649053,19,0,0,75,1.140318621,4.13,9.15,7.89,
2578,0,14,2,10,3,0,1,20,3,3,6,6,82,1061670,9,0,0,126,1.606994913,5.15,9.71,7.58,
2579,0,4,0,5,2,0,1,0,1,3,4,4,151,344991,47,0,6211,141,2.699251205,4.37,9.93,9.79,
2580,2,2,0,10,2,0,1,0,0,4,0,4,182,247036,22,0,0,188,1.567270447,4.91,12.1,7.95,
2581,1,3,0,9,2,0,1,0,1,2,0,7,97,114957,28,0,0,286,1.709079558,6.91,12.17,7.22,
2582,0,3,0,3,2,0,1,0,1,3,3,2,119,119836,28,0,0,138,2.149958574,4.2,11.8,8,
2583,5,1,0,2,0,0,0,0,3,3,1,4,79,612466,31,0,0,47,3.221685394,3.48,12.07,10.77,
2584,0,1,0,5,2,0,1,0,0,1,4,4,176,560312,31,0,0,126,1.662028512,6.93,11.13,5.42,
2585,0,3,0,6,2,0,1,0,1,0,9,1,79,742255,28,0,0,126,3.433576702,3.54,10.92,8.26,
2586,0,3,2,8,3,0,1,0,2,0,4,2,79,550979,28,0,0,141,2.8752656,5.43,13.64,7.54,
2587,None,1,2,None,4,0,1,0,2,0,5,5,63,401854,31,0,0,126,0.253247428,7.66,9.3,10.03,
2588,0,0,2,4,3,0,1,0,2,3,1,2,79,1009095,41,12884,0,110,0.809455826,4.58,8.3,9.77,
2589,2,3,0,3,0,0,0,0,2,3,1,7,160,507311,28,0,0,126,2.597203302,4.81,8.95,8.86,
2590,2,0,0,4,2,0,1,0,1,3,1,7,141,107100,41,0,0,119,3.687248342,3.29,9.26,7.83,
2591,0,8,3,1,3,0,1,20,0,2,1,5,129,638425,13,0,0,126,2.734201165,3.82,10.81,7.11,
2592,1,2,2,9,1,0,1,0,1,3,3,5,57,609755,22,0,0,75,2.815733071,5.27,9.8,6.11,
2593,0,3,0,1,2,0,1,0,1,3,4,4,185,623402,28,0,0,157,1.964627609,6.42,8.73,10.18,
2594,0,1,4,3,5,0,0,0,3,3,1,5,170,720603,31,0,0,126,3.113622389,4.09,10.12,6.89,
2595,0,9,2,10,3,0,1,0,1,2,1,6,72,312724,25,0,0,145,0.696258119,6.69,11.83,10.69,
2596,0,2,0,9,2,0,1,0,1,1,9,3,110,325485,22,0,0,126,0.660242381,5.16,7.52,8.66,
2597,0,5,0,3,2,0,1,0,2,4,5,7,104,408586,38,0,0,141,1.456357034,5.08,9.79,6.92,
2598,2,0,0,3,2,0,1,0,1,4,8,2,220,684242,41,0,0,47,2.946054701,5.17,6.07,9.86,
2599,5,1,2,12,1,0,1,0,0,1,3,5,82,549917,31,0,0,126,2.189548237,4.72,8.28,8.02,
2600,0,5,0,1,2,0,1,0,0,1,6,1,145,107999,38,0,0,126,1.314200738,4.04,10.49,5.21,
2601,0,3,0,4,2,0,1,30,2,4,5,3,154,383482,28,0,0,94,2.427254878,3.6,9.88,8.11,
2602,0,0,0,3,2,0,1,0,2,1,4,4,179,391150,41,0,0,173,2.193421027,5.09,11.56,7.35,
2603,3,3,0,4,2,0,1,0,0,4,9,0,119,650517,28,0,0,132,1.014624805,5.64,8.57,7.78,
2604,0,3,0,3,2,0,1,0,1,2,5,5,198,569109,28,0,0,110,0.796879683,5.57,8.92,7.69,
2605,3,0,1,5,3,4,0,0,1,3,9,0,126,421938,41,0,5470,126,4.264315528,5.84,8.36,7.08,
2606,0,1,2,5,1,0,0,0,2,4,7,7,63,414857,31,0,0,6,1.745541133,2.83,11.41,7.53,
2607,0,1,0,6,2,0,1,0,2,0,9,1,107,566379,31,0,0,157,2.016766022,5.72,10.34,6.52,
2608,0,3,0,2,2,0,1,0,1,0,8,6,129,374685,28,0,0,126,2.844566672,3.59,8.75,4.85,
2609,5,0,2,8,3,0,0,0,1,4,5,6,82,248465,41,0,0,63,1.8676384,5.1,11.05,4.35,
2610,0,2,2,2,1,0,1,0,0,3,8,7,57,377755,22,0,0,31,2.839033677,4.4,12.48,12.6,
2611,5,1,2,2,1,0,1,0,2,2,3,1,69,392517,31,0,0,141,1.78145119,5.33,10.26,8.6,
2612,0,0,0,0,2,0,1,0,2,3,0,7,119,542044,41,0,6211,126,0.944927609,4.25,11.37,9.34,
2613,4,6,1,1,5,0,0,0,2,0,2,7,129,422620,35,0,0,141,0.011571813,5.3,5.47,5.6,
2614,0,10,2,4,3,0,0,0,2,3,6,6,167,1072662,44,0,0,188,0.623985146,4.69,9.05,6.88,
2615,0,1,1,8,5,4,0,0,3,2,6,4,94,463687,31,0,0,126,3.287140127,5.21,8.9,5.94,
2616,0,3,0,7,2,0,1,20,2,2,4,0,113,861129,28,0,0,141,1.183351309,5.77,12.04,6.81,
2617,0,3,2,2,1,0,0,0,2,4,2,4,63,599780,28,0,5407,63,1.887547269,4.15,10.7,7.34,
2618,None,1,2,None,1,0,0,None,3,0,5,1,63,628510,31,0,0,126,-0.033754281,5.48,9.29,7.12,
2619,1,0,0,1,2,0,1,0,3,0,9,4,167,312639,41,0,0,126,2.532412156,4.76,13.35,8.79,
2620,0,6,1,5,3,0,0,0,3,2,0,5,126,551029,35,0,0,63,3.429472612,5.85,14.24,6.18,
2621,2,0,1,9,3,0,1,0,2,0,7,4,135,819830,41,0,0,110,1.976521063,4,8.21,7.36,
2622,None,3,2,None,1,0,1,16,2,0,1,3,60,536122,28,0,0,126,2.898953584,4.82,8.99,8.43,
2623,1,3,2,8,3,0,0,0,1,4,4,6,119,268581,28,0,0,157,1.457516024,4.46,7.03,8.6,
2624,1,2,0,1,2,0,1,0,3,1,2,4,201,589969,22,0,0,126,2.215959696,5.91,6.19,5.23,
2625,None,3,2,None,1,4,1,0,1,1,9,5,60,794044,28,0,0,110,1.433435746,4.96,10.65,6.71,
2626,1,0,0,4,2,0,1,0,3,1,9,6,129,452396,41,0,0,188,1.639492644,5.81,11.54,7.52,
2627,0,1,5,8,1,4,0,0,2,0,3,0,79,596196,31,0,0,63,1.79778868,5.87,9.47,9.31,
2628,0,3,2,10,1,0,1,0,3,4,4,4,69,591480,28,0,0,126,2.627738561,4.26,10.26,9.85,
2629,4,0,2,5,1,0,0,0,3,2,3,7,79,621476,41,0,0,126,0.556206967,5.4,8.15,10.21,
2630,0,1,0,3,2,0,1,36,0,0,3,6,79,657937,31,0,0,79,0.881133328,4.95,11.05,7.5,
2631,0,1,2,8,1,0,0,0,2,0,2,4,69,685543,31,0,0,110,3.135530665,5.3,12.55,7.11,
2632,0,1,2,6,1,0,1,0,1,4,3,0,57,573790,31,0,0,28,2.105991765,5.5,10.76,7.72,
2633,0,0,0,4,2,0,1,0,3,2,2,5,110,113770,41,13779,0,148,0.393436716,3.66,8.65,6.28,
2634,0,3,2,4,1,0,0,0,1,1,0,3,198,357375,28,0,0,126,2.163174317,4.35,9.61,8.38,
2635,0,0,0,8,2,0,1,0,0,4,3,0,85,816311,41,0,0,141,1.645366695,5.73,10.59,7.03,
2636,0,3,2,4,3,0,0,0,3,0,1,0,66,737143,28,0,0,148,2.355574997,4.78,8.67,6.89,
2637,0,0,0,4,2,0,1,0,2,3,8,4,163,639738,41,0,5975,204,2.845224377,5.15,12.94,7.23,
2638,0,1,1,7,5,0,0,0,1,2,4,4,94,310179,31,0,0,63,2.373805342,5.48,6.9,5.75,
2639,0,2,2,5,1,0,0,0,2,1,1,5,57,412114,22,0,0,50,0.900854333,5.58,6.03,5.53,
2640,0,3,1,10,5,0,0,0,1,1,8,4,104,1253772,28,0,0,126,2.780304718,6.98,12.4,4.42,
2641,0,3,1,5,3,0,0,0,1,0,7,3,91,100327,28,0,0,126,0.510422141,5.89,11.06,7.84,
2642,0,3,2,2,1,0,0,0,2,1,0,7,69,674550,28,0,0,126,1.802363786,6.16,10.18,7.81,
2643,0,0,0,0,2,1,1,7,2,3,4,6,85,651416,41,0,0,126,0.697368589,2.32,10.33,7.76,
2644,0,0,0,3,2,0,1,0,2,0,3,0,173,318947,41,0,0,126,1.361299787,6.46,8.9,10.04,
2645,0,1,2,6,1,0,1,0,2,4,4,5,69,507468,31,0,0,110,0.590601188,4.6,11.12,12.63,
2646,0,10,0,4,2,1,1,None,1,4,2,7,154,442418,44,314156,0,157,0.544150846,4.7,10.11,10.44,
2647,0,12,0,1,2,0,1,0,0,3,7,0,179,1135133,19,0,0,126,2.510641229,4.4,12.69,9.42,
2648,0,1,1,8,5,0,0,0,3,1,5,3,91,110942,31,0,0,63,0.926185114,4.42,14.02,7.7,
2649,None,12,0,None,0,0,0,12,1,4,7,6,148,559244,19,0,0,63,2.933394056,3.51,8.21,9.84,
2650,0,8,0,10,2,0,1,20,3,4,3,5,91,651796,13,0,0,126,0.151244373,6.88,10.58,9.3,
2651,None,6,2,None,4,0,0,None,0,4,7,0,72,832126,35,0,0,126,0.440108036,6.27,7.41,5.26,
2652,0,10,1,8,3,0,0,0,1,2,8,1,182,396167,44,0,6220,141,1.787440266,4.85,9.36,5.99,
2653,1,5,0,5,2,0,1,0,0,2,6,5,151,834021,38,0,0,126,1.977707137,3.95,11.42,6.87,
2654,0,10,0,5,2,0,1,0,0,2,1,3,138,460743,44,0,5928,110,4.045821607,4.28,7.62,10.37,
2655,0,2,2,2,3,0,0,0,3,3,6,6,75,397766,22,0,0,63,2.941841295,5.91,11.56,6.56,
2656,0,10,2,5,3,0,0,0,3,4,2,5,132,565587,44,0,0,126,2.886385858,4.51,6.89,6.87,
2657,0,1,2,2,1,0,1,0,3,3,0,2,63,702193,31,0,0,126,3.679584288,5.67,10.98,6.82,
2658,4,3,1,2,3,0,0,0,0,1,7,5,126,104533,28,0,0,157,0.186545039,4.81,11.21,7.4,
2659,0,5,4,4,3,0,0,0,3,4,5,5,185,967981,38,0,0,126,2.814691361,4.33,12.03,7.06,
2660,0,1,2,3,1,0,1,0,3,1,2,3,60,1804126,31,0,0,110,2.299427392,4.89,10.4,5.83,
2661,0,3,2,9,3,0,1,0,3,2,6,6,119,547605,28,0,0,151,1.97461239,5.44,13.02,8.16,
2662,0,0,2,6,1,0,1,0,3,4,1,6,79,553429,41,0,0,126,2.232349875,2.85,8.73,6.42,
2663,0,13,0,5,2,0,1,0,0,1,2,5,182,393695,50,0,0,188,0.652985691,4.44,9.07,7.05,
2664,0,10,2,5,1,0,0,0,2,0,4,0,79,584154,44,0,0,126,2.072001602,4.97,9.38,10.3,
2665,None,1,2,None,4,0,1,0,1,0,1,7,60,753549,31,0,0,126,2.233344075,4.26,8.31,7.69,
2666,0,6,0,4,2,0,1,0,1,3,2,2,182,768449,35,12277,0,126,1.775495795,4.58,7.53,7.58,
2667,1,12,0,10,2,4,1,None,1,3,8,4,104,944617,19,0,0,157,1.137323349,4.86,11.77,7.67,
2668,3,1,2,4,1,0,1,0,2,3,5,7,79,559282,31,0,0,28,2.471292189,3.67,5.92,8.87,
2669,0,3,2,2,1,0,1,0,0,3,6,6,63,548789,28,0,0,126,2.586051858,6.27,12.41,9.82,
2670,0,1,0,4,2,0,1,0,1,2,9,2,116,362191,31,0,0,126,1.347740745,4.94,8.97,6.48,
2671,0,9,0,1,2,0,1,0,1,1,1,1,104,568914,25,0,0,50,2.766332115,4.32,10.07,8.26,
2672,0,0,2,2,3,0,1,20,3,4,9,6,88,1387390,41,0,0,135,3.315138098,6.13,12.34,8.95,
2673,0,10,0,3,2,0,1,0,0,1,4,3,182,980588,44,0,0,126,0.752036381,4.31,10.58,7.43,
2674,0,1,0,0,2,4,1,0,0,2,8,3,94,669166,31,0,0,44,1.683757889,5.69,9.33,6.65,
2675,0,3,3,8,5,4,0,0,0,4,7,2,113,686570,28,0,0,126,3.259686075,4.35,9.58,6.86,
2676,0,3,2,8,3,0,0,0,3,4,5,2,91,620835,28,0,0,126,2.620061829,5.17,10.64,7.4,
2677,0,3,2,2,3,0,0,0,3,0,0,3,107,616267,28,0,0,110,2.182382412,6.49,8.23,7.07,
2678,0,9,0,6,2,0,1,0,3,2,2,7,88,758478,25,0,0,126,2.087427967,5.69,13.01,9.82,
2679,0,0,2,5,3,0,0,0,0,3,1,7,72,1322526,41,0,0,126,1.695407271,6.51,9.92,6.92,
2680,0,1,0,12,2,4,1,0,2,4,3,3,101,834526,31,0,0,188,2.419504477,4.59,9.17,6.83,
2681,4,0,2,5,3,0,0,0,2,4,0,1,182,676212,41,0,0,116,2.30125542,7.01,7.57,7.43,
2682,0,6,3,12,3,0,0,0,0,0,4,0,104,533986,35,0,0,126,0.757275844,6.06,10.95,7.31,
2683,0,3,2,8,1,4,1,0,3,3,4,2,82,693211,28,0,0,126,0.584818779,6.07,10.16,6.47,
2684,None,3,0,None,0,0,0,0,0,4,2,6,123,346650,28,0,0,157,1.33672705,4.62,12.84,7.49,
2685,0,1,3,3,3,0,0,0,1,1,2,1,91,475876,31,0,0,126,1.473095859,4.03,15.13,8.51,
2686,0,0,0,4,4,1,0,11,1,2,2,0,101,1112105,41,0,0,126,1.726000627,5.39,8.94,5.77,
2687,4,12,0,9,2,0,1,0,3,4,2,2,229,699639,19,0,0,16,2.741037996,6.72,9.5,9.22,
2688,0,1,2,5,3,0,1,0,1,0,6,6,104,719585,31,0,0,163,1.049414459,6.15,10.83,7.98,
2689,0,0,1,4,3,0,0,0,1,1,2,4,198,321947,41,0,0,126,1.736303149,4.92,7.21,6.3,
2690,2,1,0,4,4,1,0,10,1,2,3,4,113,263102,31,0,0,220,1.643159774,4.69,10.59,8.65,
2691,0,1,0,1,2,0,1,0,3,1,0,1,75,956499,31,0,0,204,3.561373714,6.28,6.36,6.77,
2692,0,3,1,1,5,0,1,0,0,3,8,3,116,807521,28,4731,0,126,3.729219751,3.35,7.7,6.68,
2693,2,0,0,3,2,0,1,0,2,2,4,3,135,86218,41,314156,0,126,2.354999345,4.72,8.38,7.96,
2694,5,0,0,8,2,0,1,0,0,0,3,6,201,663573,41,0,0,126,2.310306035,5.4,6.68,7.01,
2695,0,0,0,3,2,0,1,0,1,4,1,3,91,181864,41,0,0,141,2.561307332,4.74,10.16,11.99,
2696,0,1,0,12,2,0,1,0,0,3,7,5,82,869040,31,0,0,126,1.123110103,4.95,13.53,9.93,
2697,0,1,0,8,0,0,0,0,2,0,9,7,75,275034,31,0,0,126,1.50310347,4.24,11.54,9.51,
2698,0,3,2,7,3,0,1,0,0,4,9,3,101,723886,28,0,0,141,2.467292145,3.92,9.47,7.67,
2699,0,0,0,4,2,0,1,0,3,2,8,4,151,332500,41,0,0,141,1.219876442,4.52,6.36,7.4,
2700,1,6,0,9,2,0,1,0,1,1,6,3,88,123741,35,0,0,188,3.622962387,6.51,8.11,8.39,
2701,0,1,1,1,5,0,1,0,3,1,0,3,104,456904,31,0,0,126,3.585540742,3.52,8.05,5.15,
2702,2,10,0,1,2,0,1,0,2,3,6,7,126,104068,44,0,0,157,2.192992006,3.47,14.69,9.22,
2703,0,0,0,8,2,0,1,0,0,0,8,5,126,472898,41,0,0,126,2.177437443,5.63,5.68,7.62,
2704,0,3,0,10,2,0,1,0,3,3,1,4,182,644765,28,0,0,188,2.555090174,3.96,8.23,7.94,
2705,5,0,0,5,2,0,1,0,1,4,1,6,188,376463,41,0,0,126,2.192324296,3.75,8.25,8.58,
2706,0,6,2,4,3,0,1,0,1,3,5,2,75,847599,35,0,0,126,1.346596591,5.95,10.28,8.97,
2707,0,0,0,4,2,1,1,8,2,0,3,1,151,754708,41,0,0,126,2.800788491,5.74,10.81,7.54,
2708,0,0,0,4,2,0,1,0,3,4,7,6,132,611467,41,0,0,126,2.251147303,4.29,12.75,6.92,
2709,0,3,0,10,2,0,1,0,1,0,1,6,97,156838,28,0,0,126,1.670669416,5.67,10.34,9.31,
2710,0,6,2,8,1,0,0,0,0,2,4,6,75,685543,35,0,0,63,2.599845217,5.27,9.39,5.7,
2711,2,8,0,1,2,0,1,0,0,2,5,7,176,112227,13,0,0,157,2.908632213,5.09,11.42,9.04,
2712,0,0,0,5,2,0,1,0,1,4,7,7,119,587349,41,0,0,157,2.820046007,5.53,8.9,9.3,
2713,4,1,2,5,1,0,0,0,3,1,3,6,60,870136,31,0,0,63,2.119428298,3.87,9.38,6,
2714,0,7,2,2,1,0,0,0,0,1,4,7,53,167657,16,0,0,110,2.49697498,5.9,8.6,8.28,
2715,0,0,2,4,1,0,0,0,0,1,9,0,82,584864,41,0,0,126,2.319397352,6.23,7.13,8.18,
2716,1,3,0,4,2,0,1,0,3,1,5,1,141,592800,28,0,0,126,2.748571621,5.03,9.88,8.68,
2717,None,3,2,None,1,4,0,0,0,1,4,4,57,805203,28,0,0,94,3.152579527,5.9,9.24,7.48,
2718,1,3,0,1,2,0,1,0,1,2,1,7,138,436603,28,0,0,173,3.479550856,4.84,8.69,5.89,
2719,0,0,0,4,0,0,0,0,3,4,3,6,123,592200,41,0,0,188,1.566262747,6.41,8.76,7.86,
2720,None,1,2,None,1,0,1,0,0,4,0,3,66,948299,31,0,0,126,1.155007863,5.88,13.34,10.39,
2721,0,3,4,2,4,4,0,0,1,4,6,1,195,211492,28,0,0,126,1.979422675,4.68,8.7,7.13,
2722,0,3,0,7,2,0,1,0,3,3,2,2,82,818743,28,0,0,126,2.496638073,5.8,11.13,7.97,
2723,0,0,0,4,2,0,1,0,3,2,7,7,138,541318,41,24153,0,157,3.36334885,2.99,5.89,8.91,
2724,4,10,0,5,2,0,1,0,3,3,9,7,163,936305,44,0,0,126,2.601088584,5.58,9.08,5.17,
2725,3,0,3,5,3,0,1,0,3,2,1,5,97,1198973,41,0,0,126,1.533617659,5.16,10.21,7.67,
2726,3,0,2,5,3,0,0,0,3,3,3,1,104,318385,41,0,0,126,2.866533674,6.02,10.77,8.9,
2727,0,1,1,3,5,0,1,0,1,4,9,0,129,536223,31,0,0,145,1.954355045,5.73,9.03,7.78,
2728,0,3,0,3,2,0,1,0,1,1,5,4,179,465945,28,0,0,94,1.766714834,5.27,13.3,5.7,
2729,0,0,2,5,3,0,0,0,3,2,3,2,79,128538,41,0,0,126,4.168093097,4.62,9.31,8.12,
2730,0,2,3,1,5,0,1,0,0,3,3,1,110,599287,22,0,0,126,0.695720968,3.51,11.95,6.78,
2731,0,0,0,5,2,0,1,0,3,0,4,2,75,815275,41,15749,0,94,3.481677542,4.08,10.41,9.1,
2732,0,8,0,1,2,0,1,0,2,2,0,1,135,607867,13,0,0,141,2.567235134,5.81,10.77,6.71,
2733,0,3,2,3,3,0,0,0,1,3,5,3,104,575304,28,0,0,141,4.291956302,5.48,10.04,9.16,
2734,0,10,0,3,2,0,1,0,2,2,0,2,138,335836,44,0,0,157,2.69129564,5.15,8.22,9.14,
2735,0,0,2,2,1,0,0,0,1,0,7,7,75,893208,41,0,0,94,0.69945638,5.02,8.74,5.8,
2736,0,3,1,2,1,4,0,0,2,4,0,6,163,1941913,28,0,0,126,1.414088349,4.63,8.16,9.68,
2737,0,3,0,8,2,0,1,0,3,0,3,5,201,629943,28,0,0,123,2.313711153,4.85,14.13,7.07,
2738,0,1,5,8,1,0,1,0,1,2,7,0,60,1257755,31,0,0,126,2.506361772,3.16,12.07,8.07,
2739,0,1,2,2,1,0,1,0,1,2,2,4,63,560429,31,0,0,94,3.257462337,6.2,8.39,7.74,
2740,0,0,2,2,5,3,1,0,3,0,9,6,101,1025048,41,0,0,126,1.265916836,3.64,9.09,9.37,
2741,0,3,0,1,2,0,1,0,2,0,1,6,104,360312,28,0,0,157,0.942895905,4.67,8.99,12,
2742,0,0,0,4,2,0,1,0,1,4,5,3,110,1493274,41,0,0,141,1.634931482,6.98,10.99,7.34,
2743,5,3,0,12,2,0,1,0,0,3,3,3,116,567582,28,0,0,126,2.5635723,5.46,12.45,8.95,
2744,3,1,0,1,2,0,1,0,1,3,0,0,116,637963,31,0,0,135,1.471472218,4.49,10.29,8.92,
2745,1,0,4,3,5,0,0,0,2,4,7,3,173,312749,41,0,0,47,0.879945,7.21,10.25,9.25,
2746,1,3,1,3,3,0,1,0,2,3,4,5,160,978823,28,0,0,126,2.242334945,4.4,9.57,6.61,
2747,0,6,2,1,3,3,1,0,1,3,0,5,66,712099,35,0,0,126,3.254195148,4.09,8.88,6.37,
2748,None,3,2,None,1,1,1,0,0,1,4,6,113,316261,28,0,0,79,3.187745182,6.51,11.95,8.93,
2749,3,0,0,8,2,0,1,0,1,4,7,6,151,109949,41,0,0,151,2.075105289,6.33,10.17,5.36,
2750,None,0,0,None,0,0,0,0,0,2,2,3,195,599645,41,0,0,126,2.814011446,6.45,9.47,5.57,
2751,0,3,0,6,0,0,0,0,0,4,2,3,145,561220,28,0,0,126,2.216819701,5,9.92,5,
2752,0,12,0,7,2,0,1,None,3,0,8,4,126,345603,19,0,0,126,1.845070092,4.56,8.85,7.76,
2753,0,2,0,8,0,0,0,0,3,0,9,2,119,645154,22,0,0,101,1.953515394,6.04,9.78,7.68,
2754,5,6,0,5,2,0,1,0,1,0,6,2,167,476203,35,13779,0,126,3.471288476,5.83,8.43,9.02,
2755,0,3,2,6,3,0,1,0,2,4,1,6,82,644140,28,0,0,132,4.252863796,5.73,9.95,7.96,
2756,0,3,3,0,5,0,0,0,0,1,6,0,116,1120996,28,0,0,126,3.030312301,7.03,10.55,7.07,
2757,0,1,2,6,1,2,1,0,1,2,2,2,72,104002,31,0,0,126,2.583673118,6.12,9.13,8.91,
2758,0,3,0,2,2,0,1,None,1,4,9,1,113,570366,28,0,0,126,1.993935717,6.38,12.91,9.35,
2759,0,1,2,12,3,0,0,0,1,2,8,4,101,303101,31,0,0,126,1.077267742,5.44,8.53,6.72,
2760,0,12,2,1,3,0,1,0,1,0,9,0,69,717703,19,0,0,94,2.156857757,5.04,6.62,6.03,
2761,0,0,2,4,1,0,0,0,0,3,4,4,85,652229,41,0,0,126,2.014931924,5.73,9.39,7.09,
2762,0,6,1,2,3,0,1,0,3,1,0,2,195,1086300,35,0,0,126,3.016121526,4.88,12.09,9.29,
2763,0,3,2,9,3,0,1,0,3,4,7,1,69,177758,28,0,0,157,2.246241881,5.78,13.21,9.02,
2764,0,6,0,1,2,0,1,4,2,0,0,3,141,338623,35,0,0,126,2.047453075,5.72,10.17,5.82,
